Trial,Wire,NetType,Run,RunSteps,NetworkFilename,Image,Forward,Left,LeftRotation
12,1fail,actor,221,23,actor_221_23.h5,04,0.442487,0.0344011,-0.0236007
12,1fail,actor,221,23,actor_221_23.h5,05,0.451379,0.0691842,-0.00520203
12,1fail,actor,221,23,actor_221_23.h5,06,0.433262,0.0600363,-0.0279983
12,1fail,actor,221,23,actor_221_23.h5,07,0.435375,0.00923707,-0.0268172
12,1fail,actor,221,23,actor_221_23.h5,08,0.437831,0.0480076,-0.0238529
12,1fail,actor,221,23,actor_221_23.h5,09,0.461371,0.0423579,-0.0375631
12,1fail,actor,221,23,actor_221_23.h5,10,0.458181,0.109846,0.0192759
12,1fail,actor,221,23,actor_221_23.h5,11,0.450469,0.0855258,-0.0145146
12,1fail,actor,221,23,actor_221_23.h5,12,0.430177,0.0184818,0.006074
12,1fail,actor,221,23,actor_221_23.h5,13,0.444137,0.0670149,-0.0247478
12,1fail,actor,221,23,actor_221_23.h5,14,0.440045,0.0285947,-0.0195057
12,1fail,actor,221,23,actor_221_23.h5,15,0.456335,0.122322,0.0236666
12,1fail,actor,221,23,actor_221_23.h5,16,0.435344,0.0441318,-0.00849279
12,1fail,actor,231,40,actor_231_40.h5,01,0.424302,0.0647635,-0.0638103
12,1fail,actor,231,40,actor_231_40.h5,02,0.423083,0.0258573,-0.0793145
12,1fail,actor,231,40,actor_231_40.h5,03,0.439153,0.060491,-0.0482852
12,1fail,actor,231,40,actor_231_40.h5,04,0.435941,0.0102755,-0.0457635
12,1fail,actor,231,40,actor_231_40.h5,05,0.445361,0.060564,-0.0169177
12,1fail,actor,231,40,actor_231_40.h5,06,0.426509,0.0429197,-0.0453471
12,1fail,actor,231,40,actor_231_40.h5,07,0.427229,-0.0247889,-0.0509973
12,1fail,actor,231,40,actor_231_40.h5,08,0.42917,0.00236812,-0.0505178
12,1fail,actor,231,40,actor_231_40.h5,09,0.456423,0.0209384,-0.0576323
12,1fail,actor,231,40,actor_231_40.h5,10,0.452445,0.108751,0.0116268
12,1fail,actor,231,40,actor_231_40.h5,11,0.444808,0.0737594,-0.0264526
12,1fail,actor,231,40,actor_231_40.h5,12,0.423266,-0.0206375,-0.0203129
12,1fail,actor,231,40,actor_231_40.h5,13,0.437375,0.0531997,-0.0400518
12,1fail,actor,231,40,actor_231_40.h5,14,0.432427,-0.0114676,-0.0495652
12,1fail,actor,231,40,actor_231_40.h5,15,0.450709,0.121128,0.0147298
12,1fail,actor,231,40,actor_231_40.h5,16,0.427873,0.00302027,-0.0299338
12,1fail,actor,241,41,actor_241_41.h5,01,0.417709,0.0757658,-0.0831413
12,1fail,actor,241,41,actor_241_41.h5,02,0.415697,0.0197895,-0.110866
12,1fail,actor,241,41,actor_241_41.h5,03,0.433137,0.0781233,-0.0627747
12,1fail,actor,241,41,actor_241_41.h5,04,0.428408,0.00388462,-0.0686598
12,1fail,actor,241,41,actor_241_41.h5,05,0.440403,0.0707784,-0.0303607
12,1fail,actor,241,41,actor_241_41.h5,06,0.420213,0.0520698,-0.0617429
12,1fail,actor,241,41,actor_241_41.h5,07,0.419287,-0.0458248,-0.0809237
12,1fail,actor,241,41,actor_241_41.h5,08,0.42078,-0.0213826,-0.0827027
12,1fail,actor,241,41,actor_241_41.h5,09,0.451402,0.0167646,-0.075181
12,1fail,actor,241,41,actor_241_41.h5,10,0.447524,0.129771,0.00483341
12,1fail,actor,241,41,actor_241_41.h5,11,0.439517,0.0824847,-0.039143
12,1fail,actor,241,41,actor_241_41.h5,12,0.416967,-0.0404751,-0.0521353
12,1fail,actor,241,41,actor_241_41.h5,13,0.432085,0.0695711,-0.0542683
12,1fail,actor,241,41,actor_241_41.h5,14,0.424559,-0.0337911,-0.0799622
12,1fail,actor,241,41,actor_241_41.h5,15,0.446063,0.143999,0.0070246
12,1fail,actor,241,41,actor_241_41.h5,16,0.421183,-0.00350503,-0.0553137
12,1fail,actor,251,43,actor_251_43.h5,01,0.410672,0.0970616,-0.103581
12,1fail,actor,251,43,actor_251_43.h5,02,0.407696,0.020835,-0.145442
12,1fail,actor,251,43,actor_251_43.h5,03,0.426729,0.106557,-0.0801453
12,1fail,actor,251,43,actor_251_43.h5,04,0.420044,-0.000234507,-0.0918052
12,1fail,actor,251,43,actor_251_43.h5,05,0.434979,0.0890031,-0.0438963
12,1fail,actor,251,43,actor_251_43.h5,06,0.414236,0.0733436,-0.0832374
12,1fail,actor,251,43,actor_251_43.h5,07,0.410858,-0.0578703,-0.112823
12,1fail,actor,251,43,actor_251_43.h5,08,0.412231,-0.0390691,-0.116583
12,1fail,actor,251,43,actor_251_43.h5,09,0.446091,0.0205432,-0.0924767
12,1fail,actor,251,43,actor_251_43.h5,10,0.442402,0.158955,-0.00197093
12,1fail,actor,251,43,actor_251_43.h5,11,0.433799,0.0984819,-0.0548494
12,1fail,actor,251,43,actor_251_43.h5,12,0.409655,-0.0435326,-0.0853883
12,1fail,actor,251,43,actor_251_43.h5,13,0.427033,0.0977033,-0.0721576
12,1fail,actor,251,43,actor_251_43.h5,14,0.415977,-0.048298,-0.108695
12,1fail,actor,251,43,actor_251_43.h5,15,0.441225,0.176024,-0.00174877
12,1fail,actor,251,43,actor_251_43.h5,16,0.414366,-0.0031754,-0.0864629
12,1fail,actor,261,44,actor_261_44.h5,01,0.405256,0.122074,-0.102521
12,1fail,actor,261,44,actor_261_44.h5,02,0.401232,0.0285916,-0.158551
12,1fail,actor,261,44,actor_261_44.h5,03,0.422455,0.138113,-0.0782366
12,1fail,actor,261,44,actor_261_44.h5,04,0.41379,0.00167856,-0.0975113
12,1fail,actor,261,44,actor_261_44.h5,05,0.431018,0.110491,-0.0413455
12,1fail,actor,261,44,actor_261_44.h5,06,0.409947,0.100409,-0.0836273
12,1fail,actor,261,44,actor_261_44.h5,07,0.403828,-0.0631241,-0.124668
12,1fail,actor,261,44,actor_261_44.h5,08,0.405021,-0.0487908,-0.12925
12,1fail,actor,261,44,actor_261_44.h5,09,0.442361,0.0291899,-0.093986
12,1fail,actor,261,44,actor_261_44.h5,10,0.439318,0.190276,0.00899691
12,1fail,actor,261,44,actor_261_44.h5,11,0.42945,0.118745,-0.0528928
12,1fail,actor,261,44,actor_261_44.h5,12,0.403756,-0.0369511,-0.0949492
12,1fail,actor,261,44,actor_261_44.h5,13,0.423555,0.12875,-0.0698308
12,1fail,actor,261,44,actor_261_44.h5,14,0.409071,-0.0576253,-0.118409
12,1fail,actor,261,44,actor_261_44.h5,15,0.438385,0.210159,0.0072968
12,1fail,actor,261,44,actor_261_44.h5,16,0.408512,0.0041802,-0.0938803
12,1fail,actor,271,45,actor_271_45.h5,01,0.398108,0.110703,-0.103679
12,1fail,actor,271,45,actor_271_45.h5,02,0.393238,-0.00634027,-0.168227
12,1fail,actor,271,45,actor_271_45.h5,03,0.416572,0.130305,-0.0788073
12,1fail,actor,271,45,actor_271_45.h5,04,0.406843,-0.0270987,-0.105451
12,1fail,actor,271,45,actor_271_45.h5,05,0.425738,0.10617,-0.0406764
12,1fail,actor,271,45,actor_271_45.h5,06,0.403969,0.090601,-0.0875041
12,1fail,actor,271,45,actor_271_45.h5,07,0.395554,-0.102981,-0.135606
12,1fail,actor,271,45,actor_271_45.h5,08,0.396513,-0.090096,-0.140272
12,1fail,actor,271,45,actor_271_45.h5,09,0.437292,0.0121914,-0.0977104
12,1fail,actor,271,45,actor_271_45.h5,10,0.434428,0.19513,0.0173907
12,1fail,actor,271,45,actor_271_45.h5,11,0.424126,0.113118,-0.0543099
12,1fail,actor,271,45,actor_271_45.h5,12,0.396468,-0.0652766,-0.103596
12,1fail,actor,271,45,actor_271_45.h5,13,0.418297,0.123496,-0.0711711
12,1fail,actor,271,45,actor_271_45.h5,14,0.400802,-0.0988565,-0.128084
12,1fail,actor,271,45,actor_271_45.h5,15,0.433366,0.214594,0.0167528
12,1fail,actor,271,45,actor_271_45.h5,16,0.400711,-0.0258361,-0.102943
12,1fail,actor,281,45,actor_281_45.h5,01,0.392953,0.116347,-0.0836101
12,1fail,actor,281,45,actor_281_45.h5,02,0.386474,-0.0176963,-0.159107
12,1fail,actor,281,45,actor_281_45.h5,03,0.41238,0.142204,-0.0550401
12,1fail,actor,281,45,actor_281_45.h5,04,0.401599,-0.0415438,-0.0978031
12,1fail,actor,281,45,actor_281_45.h5,05,0.421844,0.113162,-0.0222186
12,1fail,actor,281,45,actor_281_45.h5,06,0.399267,0.0990776,-0.0667508
12,1fail,actor,281,45,actor_281_45.h5,07,0.389204,-0.122265,-0.132213
12,1fail,actor,281,45,actor_281_45.h5,08,0.389349,-0.112499,-0.133876
12,1fail,actor,281,45,actor_281_45.h5,09,0.433693,0.00726009,-0.0869332
12,1fail,actor,281,45,actor_281_45.h5,10,0.431689,0.211023,0.0430089
12,1fail,actor,281,45,actor_281_45.h5,11,0.420062,0.12029,-0.0372444
12,1fail,actor,281,45,actor_281_45.h5,12,0.390139,-0.0741369,-0.0887718
12,1fail,actor,281,45,actor_281_45.h5,13,0.413803,0.134457,-0.0459726
12,1fail,actor,281,45,actor_281_45.h5,14,0.393893,-0.124534,-0.121651
12,1fail,actor,281,45,actor_281_45.h5,15,0.42987,0.23104,0.0446064
12,1fail,actor,281,45,actor_281_45.h5,16,0.39385,-0.036121,-0.0880293
12,1fail,actor,291,45,actor_291_45.h5,01,0.387005,0.111346,-0.0793705
12,1fail,actor,291,45,actor_291_45.h5,02,0.379205,-0.0373023,-0.1618
12,1fail,actor,291,45,actor_291_45.h5,03,0.406998,0.142111,-0.048407
12,1fail,actor,291,45,actor_291_45.h5,04,0.395451,-0.0631818,-0.101233
12,1fail,actor,291,45,actor_291_45.h5,05,0.417084,0.113886,-0.0172134
12,1fail,actor,291,45,actor_291_45.h5,06,0.393855,0.0974896,-0.0631153
12,1fail,actor,291,45,actor_291_45.h5,07,0.382276,-0.148379,-0.139232
12,1fail,actor,291,45,actor_291_45.h5,08,0.38149,-0.144132,-0.139794
12,1fail,actor,291,45,actor_291_45.h5,09,0.428965,-0.00588559,-0.0866831
12,1fail,actor,291,45,actor_291_45.h5,10,0.427209,0.220365,0.0549295
12,1fail,actor,291,45,actor_291_45.h5,11,0.415457,0.121071,-0.0342985
12,1fail,actor,291,45,actor_291_45.h5,12,0.383254,-0.091541,-0.0889046
12,1fail,actor,291,45,actor_291_45.h5,13,0.40857,0.134679,-0.0389273
12,1fail,actor,291,45,actor_291_45.h5,14,0.386604,-0.156568,-0.12786
12,1fail,actor,291,45,actor_291_45.h5,15,0.425323,0.238077,0.0572769
12,1fail,actor,291,45,actor_291_45.h5,16,0.386574,-0.0565319,-0.0890263
12,1fail,actor,301,46,actor_301_46.h5,01,0.380401,0.0856979,-0.0973424
12,1fail,actor,301,46,actor_301_46.h5,02,0.371734,-0.0785226,-0.183352
12,1fail,actor,301,46,actor_301_46.h5,03,0.400827,0.119725,-0.0638286
12,1fail,actor,301,46,actor_301_46.h5,04,0.388791,-0.100853,-0.120585
12,1fail,actor,301,46,actor_301_46.h5,05,0.411912,0.101423,-0.0291789
12,1fail,actor,301,46,actor_301_46.h5,06,0.388151,0.0754069,-0.083082
12,1fail,actor,301,46,actor_301_46.h5,07,0.374719,-0.190499,-0.161868
12,1fail,actor,301,46,actor_301_46.h5,08,0.373461,-0.192716,-0.162184
12,1fail,actor,301,46,actor_301_46.h5,09,0.423265,-0.0328552,-0.100543
12,1fail,actor,301,46,actor_301_46.h5,10,0.421672,0.218354,0.0511739
12,1fail,actor,301,46,actor_301_46.h5,11,0.410494,0.108732,-0.0476084
12,1fail,actor,301,46,actor_301_46.h5,12,0.376217,-0.128174,-0.110349
12,1fail,actor,301,46,actor_301_46.h5,13,0.402994,0.114651,-0.055079
12,1fail,actor,301,46,actor_301_46.h5,14,0.379205,-0.202413,-0.150482
12,1fail,actor,301,46,actor_301_46.h5,15,0.41992,0.231321,0.0551757
12,1fail,actor,301,46,actor_301_46.h5,16,0.379322,-0.0960479,-0.112057
12,1fail,actor,311,68,actor_311_68.h5,01,0.378011,0.134424,-0.0818243
12,1fail,actor,311,68,actor_311_68.h5,02,0.367801,-0.0323463,-0.172936
12,1fail,actor,311,68,actor_311_68.h5,03,0.398674,0.173482,-0.0417177
12,1fail,actor,311,68,actor_311_68.h5,04,0.384913,-0.0792744,-0.112845
12,1fail,actor,311,68,actor_311_68.h5,05,0.409333,0.143921,-0.00911764
12,1fail,actor,311,68,actor_311_68.h5,06,0.385488,0.128406,-0.0625818
12,1fail,actor,311,68,actor_311_68.h5,07,0.370341,-0.165179,-0.157708
12,1fail,actor,311,68,actor_311_68.h5,08,0.36873,-0.172567,-0.159339
12,1fail,actor,311,68,actor_311_68.h5,09,0.421157,-0.00779249,-0.0911051
12,1fail,actor,311,68,actor_311_68.h5,10,0.420668,0.265826,0.0756159
12,1fail,actor,311,68,actor_311_68.h5,11,0.408035,0.149486,-0.0310203
12,1fail,actor,311,68,actor_311_68.h5,12,0.372702,-0.0823608,-0.0967814
12,1fail,actor,311,68,actor_311_68.h5,13,0.400594,0.164464,-0.0316234
12,1fail,actor,311,68,actor_311_68.h5,14,0.374458,-0.189371,-0.144948
12,1fail,actor,311,68,actor_311_68.h5,15,0.418716,0.27954,0.0786094
12,1fail,actor,311,68,actor_311_68.h5,16,0.376172,-0.0530833,-0.098726
12,1fail,actor,31,6,actor_31_6.h5,01,0.490149,0.00020957,-0.0194714
12,1fail,actor,31,6,actor_31_6.h5,02,0.488338,0.00749155,-0.00582923
12,1fail,actor,31,6,actor_31_6.h5,03,0.49575,-0.00323233,-0.00289645
12,1fail,actor,31,6,actor_31_6.h5,04,0.491308,-0.00944003,-0.014802
12,1fail,actor,31,6,actor_31_6.h5,05,0.497934,0.00634155,-0.00987787
12,1fail,actor,31,6,actor_31_6.h5,06,0.491469,0.0172173,0.000443116
12,1fail,actor,31,6,actor_31_6.h5,07,0.493679,-0.0169439,-0.00165691
12,1fail,actor,31,6,actor_31_6.h5,08,0.490109,-0.0163358,0.00448521
12,1fail,actor,31,6,actor_31_6.h5,09,0.497624,-0.00735836,-0.0346626
12,1fail,actor,31,6,actor_31_6.h5,10,0.497379,0.00265459,0.00364764
12,1fail,actor,31,6,actor_31_6.h5,11,0.495343,0.0117218,-0.0104183
12,1fail,actor,31,6,actor_31_6.h5,12,0.497554,-0.0206034,0.0147269
12,1fail,actor,31,6,actor_31_6.h5,13,0.492865,-0.00448753,0.00468757
12,1fail,actor,31,6,actor_31_6.h5,14,0.492351,-0.019568,-0.0207111
12,1fail,actor,31,6,actor_31_6.h5,15,0.497048,0.0176055,0.00676259
12,1fail,actor,31,6,actor_31_6.h5,16,0.504608,-0.0266155,-0.0137594
12,1fail,actor,321,47,actor_321_47.h5,01,0.374283,0.151694,-0.0612622
12,1fail,actor,321,47,actor_321_47.h5,02,0.363224,-0.0151463,-0.154209
12,1fail,actor,321,47,actor_321_47.h5,03,0.395128,0.195265,-0.0154496
12,1fail,actor,321,47,actor_321_47.h5,04,0.380297,-0.0837199,-0.104244
12,1fail,actor,321,47,actor_321_47.h5,05,0.40618,0.162835,0.0132143
12,1fail,actor,321,47,actor_321_47.h5,06,0.381741,0.151294,-0.036732
12,1fail,actor,321,47,actor_321_47.h5,07,0.36558,-0.159089,-0.14517
12,1fail,actor,321,47,actor_321_47.h5,08,0.362622,-0.180321,-0.150089
12,1fail,actor,321,47,actor_321_47.h5,09,0.417969,-0.00667055,-0.0785021
12,1fail,actor,321,47,actor_321_47.h5,10,0.41853,0.289448,0.101792
12,1fail,actor,321,47,actor_321_47.h5,11,0.405091,0.167972,-0.0119385
12,1fail,actor,321,47,actor_321_47.h5,12,0.368077,-0.0653471,-0.0774582
12,1fail,actor,321,47,actor_321_47.h5,13,0.396856,0.184484,-0.00350835
12,1fail,actor,321,47,actor_321_47.h5,14,0.369007,-0.200127,-0.135948
12,1fail,actor,321,47,actor_321_47.h5,15,0.416493,0.30243,0.104268
12,1fail,actor,321,47,actor_321_47.h5,16,0.371181,-0.0390426,-0.0797192
12,1fail,actor,331,48,actor_331_48.h5,01,0.37049,0.155982,-0.0519633
12,1fail,actor,331,48,actor_331_48.h5,02,0.358565,-0.013661,-0.146901
12,1fail,actor,331,48,actor_331_48.h5,03,0.391542,0.202667,-0.00378995
12,1fail,actor,331,48,actor_331_48.h5,04,0.375678,-0.0986946,-0.104729
12,1fail,actor,331,48,actor_331_48.h5,05,0.403032,0.171507,0.0236834
12,1fail,actor,331,48,actor_331_48.h5,06,0.378382,0.16117,-0.0257552
12,1fail,actor,331,48,actor_331_48.h5,07,0.360856,-0.165361,-0.141782
12,1fail,actor,331,48,actor_331_48.h5,08,0.356811,-0.201369,-0.151202
12,1fail,actor,331,48,actor_331_48.h5,09,0.414378,-0.0154518,-0.0745293
12,1fail,actor,331,48,actor_331_48.h5,10,0.416081,0.303276,0.116898
12,1fail,actor,331,48,actor_331_48.h5,11,0.402152,0.176335,-0.00303679
12,1fail,actor,331,48,actor_331_48.h5,12,0.364009,-0.0607853,-0.0693074
12,1fail,actor,331,48,actor_331_48.h5,13,0.393334,0.191929,0.00931003
12,1fail,actor,331,48,actor_331_48.h5,14,0.364152,-0.22252,-0.137116
12,1fail,actor,331,48,actor_331_48.h5,15,0.41399,0.31518,0.119561
12,1fail,actor,331,48,actor_331_48.h5,16,0.366528,-0.03913,-0.074094
12,1fail,actor,341,70,actor_341_70.h5,01,0.366017,0.143716,-0.0691499
12,1fail,actor,341,70,actor_341_70.h5,02,0.353868,-0.0165193,-0.161528
12,1fail,actor,341,70,actor_341_70.h5,03,0.387557,0.192324,-0.0214379
12,1fail,actor,341,70,actor_341_70.h5,04,0.371403,-0.117621,-0.122337
12,1fail,actor,341,70,actor_341_70.h5,05,0.399557,0.167227,0.00655403
12,1fail,actor,341,70,actor_341_70.h5,06,0.374498,0.156946,-0.0450158
12,1fail,actor,341,70,actor_341_70.h5,07,0.356345,-0.174113,-0.156963
12,1fail,actor,341,70,actor_341_70.h5,08,0.352608,-0.221794,-0.168082
12,1fail,actor,341,70,actor_341_70.h5,09,0.410064,-0.0312811,-0.0882323
12,1fail,actor,341,70,actor_341_70.h5,10,0.412363,0.301996,0.104536
12,1fail,actor,341,70,actor_341_70.h5,11,0.398822,0.173315,-0.0153985
12,1fail,actor,341,70,actor_341_70.h5,12,0.360111,-0.062221,-0.0853195
12,1fail,actor,341,70,actor_341_70.h5,13,0.38938,0.18157,-0.0098959
12,1fail,actor,341,70,actor_341_70.h5,14,0.35993,-0.245071,-0.155616
12,1fail,actor,341,70,actor_341_70.h5,15,0.410509,0.311927,0.108608
12,1fail,actor,341,70,actor_341_70.h5,16,0.362993,-0.045319,-0.0932712
12,1fail,actor,351,70,actor_351_70.h5,01,0.35918,0.0934223,-0.11874
12,1fail,actor,351,70,actor_351_70.h5,02,0.34693,-0.0767159,-0.212652
12,1fail,actor,351,70,actor_351_70.h5,03,0.382105,0.145593,-0.0739737
12,1fail,actor,351,70,actor_351_70.h5,04,0.365502,-0.1753,-0.169449
12,1fail,actor,351,70,actor_351_70.h5,05,0.395352,0.138081,-0.0367638
12,1fail,actor,351,70,actor_351_70.h5,06,0.368917,0.114195,-0.0983642
12,1fail,actor,351,70,actor_351_70.h5,07,0.349819,-0.233255,-0.207995
12,1fail,actor,351,70,actor_351_70.h5,08,0.346922,-0.282776,-0.213663
12,1fail,actor,351,70,actor_351_70.h5,09,0.403821,-0.0808719,-0.128419
12,1fail,actor,351,70,actor_351_70.h5,10,0.407021,0.279904,0.0678091
12,1fail,actor,351,70,actor_351_70.h5,11,0.394123,0.144131,-0.0541345
12,1fail,actor,351,70,actor_351_70.h5,12,0.354346,-0.113746,-0.135649
12,1fail,actor,351,70,actor_351_70.h5,13,0.383854,0.138712,-0.0618842
12,1fail,actor,351,70,actor_351_70.h5,14,0.353943,-0.305783,-0.20162
12,1fail,actor,351,70,actor_351_70.h5,15,0.405544,0.285972,0.0720231
12,1fail,actor,351,70,actor_351_70.h5,16,0.357682,-0.10011,-0.14891
12,1fail,actor,361,68,actor_361_68.h5,01,0.356612,0.127611,-0.126743
12,1fail,actor,361,68,actor_361_68.h5,02,0.343633,-0.0565527,-0.228474
12,1fail,actor,361,68,actor_361_68.h5,03,0.379822,0.183496,-0.0794838
12,1fail,actor,361,68,actor_361_68.h5,04,0.36154,-0.175611,-0.184057
12,1fail,actor,361,68,actor_361_68.h5,05,0.393056,0.168188,-0.0406139
12,1fail,actor,361,68,actor_361_68.h5,06,0.366396,0.147792,-0.1081
12,1fail,actor,361,68,actor_361_68.h5,07,0.345463,-0.227245,-0.223001
12,1fail,actor,361,68,actor_361_68.h5,08,0.343166,-0.285311,-0.231229
12,1fail,actor,361,68,actor_361_68.h5,09,0.401076,-0.0745487,-0.140182
12,1fail,actor,361,68,actor_361_68.h5,10,0.405374,0.316472,0.0698723
12,1fail,actor,361,68,actor_361_68.h5,11,0.391874,0.174847,-0.0585801
12,1fail,actor,361,68,actor_361_68.h5,12,0.351351,-0.0894961,-0.150431
12,1fail,actor,361,68,actor_361_68.h5,13,0.38168,0.17473,-0.0685664
12,1fail,actor,361,68,actor_361_68.h5,14,0.349726,-0.312749,-0.216293
12,1fail,actor,361,68,actor_361_68.h5,15,0.404213,0.323628,0.07341
12,1fail,actor,361,68,actor_361_68.h5,16,0.354383,-0.079442,-0.162754
12,1fail,actor,371,5,actor_371_5.h5,01,0.35606,0.172231,-0.107779
12,1fail,actor,371,5,actor_371_5.h5,02,0.343228,0.00192223,-0.213538
12,1fail,actor,371,5,actor_371_5.h5,03,0.379152,0.227962,-0.0611871
12,1fail,actor,371,5,actor_371_5.h5,04,0.359946,-0.156843,-0.176123
12,1fail,actor,371,5,actor_371_5.h5,05,0.39247,0.205841,-0.0241723
12,1fail,actor,371,5,actor_371_5.h5,06,0.365593,0.197271,-0.0892398
12,1fail,actor,371,5,actor_371_5.h5,07,0.34488,-0.186773,-0.206579
12,1fail,actor,371,5,actor_371_5.h5,08,0.341632,-0.263483,-0.220953
12,1fail,actor,371,5,actor_371_5.h5,09,0.400128,-0.0552089,-0.132231
12,1fail,actor,371,5,actor_371_5.h5,10,0.405832,0.353707,0.0853461
12,1fail,actor,371,5,actor_371_5.h5,11,0.391592,0.211529,-0.0439487
12,1fail,actor,371,5,actor_371_5.h5,12,0.351007,-0.0331997,-0.13275
12,1fail,actor,371,5,actor_371_5.h5,13,0.381105,0.218157,-0.050432
12,1fail,actor,371,5,actor_371_5.h5,14,0.348187,-0.296298,-0.206198
12,1fail,actor,371,5,actor_371_5.h5,15,0.404289,0.360361,0.0905965
12,1fail,actor,371,5,actor_371_5.h5,16,0.353931,-0.0296283,-0.146808
12,1fail,actor,381,69,actor_381_69.h5,01,0.354162,0.171771,-0.0898803
12,1fail,actor,381,69,actor_381_69.h5,02,0.342858,0.0344176,-0.191349
12,1fail,actor,381,69,actor_381_69.h5,03,0.37751,0.227065,-0.0471553
12,1fail,actor,381,69,actor_381_69.h5,04,0.358423,-0.16035,-0.164609
12,1fail,actor,381,69,actor_381_69.h5,05,0.391848,0.212876,-0.00997073
12,1fail,actor,381,69,actor_381_69.h5,06,0.364381,0.211067,-0.0692592
12,1fail,actor,381,69,actor_381_69.h5,07,0.345391,-0.164042,-0.185208
12,1fail,actor,381,69,actor_381_69.h5,08,0.340617,-0.259276,-0.202591
12,1fail,actor,381,69,actor_381_69.h5,09,0.398653,-0.0614663,-0.123773
12,1fail,actor,381,69,actor_381_69.h5,10,0.405126,0.357223,0.095254
12,1fail,actor,381,69,actor_381_69.h5,11,0.390986,0.215603,-0.0297834
12,1fail,actor,381,69,actor_381_69.h5,12,0.350321,-0.00579284,-0.105955
12,1fail,actor,381,69,actor_381_69.h5,13,0.379356,0.21983,-0.0356591
12,1fail,actor,381,69,actor_381_69.h5,14,0.347036,-0.299226,-0.189803
12,1fail,actor,381,69,actor_381_69.h5,15,0.403049,0.360602,0.102971
12,1fail,actor,381,69,actor_381_69.h5,16,0.353812,-0.00712151,-0.124969
12,1fail,actor,391,5,actor_391_5.h5,01,0.352307,0.198187,-0.0536261
12,1fail,actor,391,5,actor_391_5.h5,02,0.342647,0.0886364,-0.152926
12,1fail,actor,391,5,actor_391_5.h5,03,0.37581,0.255216,-0.0125955
12,1fail,actor,391,5,actor_391_5.h5,04,0.356414,-0.147377,-0.140168
12,1fail,actor,391,5,actor_391_5.h5,05,0.391093,0.240922,0.0196631
12,1fail,actor,391,5,actor_391_5.h5,06,0.363631,0.248227,-0.0332599
12,1fail,actor,391,5,actor_391_5.h5,07,0.345499,-0.123935,-0.14903
12,1fail,actor,391,5,actor_391_5.h5,08,0.338504,-0.241578,-0.174154
12,1fail,actor,391,5,actor_391_5.h5,09,0.397357,-0.0510428,-0.103425
12,1fail,actor,391,5,actor_391_5.h5,10,0.404967,0.381136,0.120554
12,1fail,actor,391,5,actor_391_5.h5,11,0.39037,0.241549,-0.00128273
12,1fail,actor,391,5,actor_391_5.h5,12,0.34982,0.0440426,-0.0627719
12,1fail,actor,391,5,actor_391_5.h5,13,0.377508,0.248625,2.06157e-05
12,1fail,actor,391,5,actor_391_5.h5,14,0.344961,-0.28727,-0.162253
12,1fail,actor,391,5,actor_391_5.h5,15,0.402767,0.383256,0.128686
12,1fail,actor,391,5,actor_391_5.h5,16,0.353228,0.0383529,-0.0881073
12,1fail,actor,401,6,actor_401_6.h5,01,0.347488,0.204776,-0.0311997
12,1fail,actor,401,6,actor_401_6.h5,02,0.338132,0.0983288,-0.12943
12,1fail,actor,401,6,actor_401_6.h5,03,0.371644,0.271044,0.0127628
12,1fail,actor,401,6,actor_401_6.h5,04,0.351,-0.164881,-0.128315
12,1fail,actor,401,6,actor_401_6.h5,05,0.388147,0.261591,0.0427703
12,1fail,actor,401,6,actor_401_6.h5,06,0.360403,0.269219,-0.00825473
12,1fail,actor,401,6,actor_401_6.h5,07,0.341333,-0.129606,-0.131171
12,1fail,actor,401,6,actor_401_6.h5,08,0.332101,-0.263444,-0.158474
12,1fail,actor,401,6,actor_401_6.h5,09,0.393461,-0.0611529,-0.0916289
12,1fail,actor,401,6,actor_401_6.h5,10,0.402719,0.401502,0.14366
12,1fail,actor,401,6,actor_401_6.h5,11,0.38741,0.257652,0.0189371
12,1fail,actor,401,6,actor_401_6.h5,12,0.345687,0.0595348,-0.0367322
12,1fail,actor,401,6,actor_401_6.h5,13,0.373402,0.266425,0.0268959
12,1fail,actor,401,6,actor_401_6.h5,14,0.339123,-0.3084,-0.148109
12,1fail,actor,401,6,actor_401_6.h5,15,0.400101,0.400863,0.150714
12,1fail,actor,401,6,actor_401_6.h5,16,0.348179,0.0455314,-0.0653407
12,1fail,actor,411,5,actor_411_5.h5,01,0.342692,0.192332,-0.0397218
12,1fail,actor,411,5,actor_411_5.h5,02,0.332252,0.0619945,-0.139856
12,1fail,actor,411,5,actor_411_5.h5,03,0.368228,0.270686,0.00930049
12,1fail,actor,411,5,actor_411_5.h5,04,0.345385,-0.204945,-0.140509
12,1fail,actor,411,5,actor_411_5.h5,05,0.384857,0.27413,0.0495981
12,1fail,actor,411,5,actor_411_5.h5,06,0.356991,0.268378,-0.0128314
12,1fail,actor,411,5,actor_411_5.h5,07,0.335334,-0.180649,-0.147586
12,1fail,actor,411,5,actor_411_5.h5,08,0.325131,-0.313744,-0.171628
12,1fail,actor,411,5,actor_411_5.h5,09,0.389304,-0.0866125,-0.0978315
12,1fail,actor,411,5,actor_411_5.h5,10,0.4004,0.420827,0.156887
12,1fail,actor,411,5,actor_411_5.h5,11,0.383856,0.265799,0.021837
12,1fail,actor,411,5,actor_411_5.h5,12,0.341052,0.0381801,-0.0462711
12,1fail,actor,411,5,actor_411_5.h5,13,0.370227,0.26793,0.0237805
